Food,URL,ExtractedPrice,PricePerAmount,ExtractedProteinPer100g,ExtractedKJPer100g,ProteinPer100g,KJPer100g,CaloriesPer100g,ProteinPer100Calorie,PoundsPer (String),PoundsPer,PerAmount,PoundsPer100g,Price,MultiplesOf100g,perEach/per100g,TotalCalories,TotalProtein,RankWeighting,TimesEaten,PoundsPer1000Calorie,Checked,Available,Ignore
Pipers Upton Cheyney Jalapeï¿½o & Dill Crisps 150g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/pipers-upton-cheyney-jalape%C3%B1o-dill-crisps-150g,ï¿½2.50,ï¿½1.67 / 100g,6.2g,2145kJ/514kcal,6.2,2145,512.667304,1.209361305,ï¿½1.67 ,1.67, 100g,1.67,2.5,1.497005988,,767.466024,9.281437126,,,3.257473193,,,
Sainsbury's Tortilla Chips 200g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-tortilla-chips-200g,95p,48p / 100g,6.0g,2077kJ,6,2077,496.414914,1.208666346,48p ,0.48, 100g,0.48,0.95,1.979166667,,982.4878506,11.875,,,0.966933077,,,
McCain Shake Shake Fries Sea Salt & Cracked Black Pepper 300g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/mccain-shake-shake-fries-sea-salt-and-cracked-black-pepper-300g,ï¿½2.00,ï¿½6.67 / kg,3.9,1351,3.9,1351,322.8967495,1.207816432,ï¿½6.67 ,6.67, kg,0.667,2,2.99850075,,968.2061455,11.69415292,,,2.065675796,,,
Freaks of Nature Dairy & Gluten Free Chocolate Fudge Pudding x2 115g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/freaks-of-nature-dairy-gluten-free-chocolate-fudge-pudding-x2-115g,ï¿½2.00,87p / 100g,3.2g,1112kJ/265kcal,3.2,1112,265.7743786,1.204028777,87p ,0.87, 100g,0.87,2,2.298850575,,610.975583,7.356321839,,,3.273453237,,,
Sainsbury's Strawberry & Banana Smoothie 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-strawberry-banana-smoothie-750ml,ï¿½1.50,20p / 100ml,0.6g,209kJ,0.6,209,49.95219885,1.201148325,20p ,0.2, 100ml,0.2,1.5,7.5,,374.6414914,4.5,,,4.003827751,,,
Alpro Barista Oat Chilled Drink 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/alpro-oat-barista-750ml,ï¿½1.60,ï¿½2.13 / ltr,0.7 g,244 kJ / 58 kcal,0.7,244,58.31739962,1.200327869,ï¿½2.13 ,2.13, ltr,0.213,1.6,7.511737089,,438.0649737,5.258215962,,,3.652426229,,,
Innocent Dairy Free Hazelnut 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/innocent-hazelnut-dairy-free-750ml,ï¿½2.00,ï¿½2.67 / ltr,0.8g,279kJ (67kcal),0.8,279,66.68260038,1.199713262,ï¿½2.67 ,2.67, ltr,0.267,2,7.490636704,,499.495134,5.992509363,,,4.004043011,,,
Sainsbury's Lightly Salted Cantina Chips 80g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-lightly-salted-cantina-chips-80g,75p,94p / 100g,5.7g,1988kJ,5.7,1988,475.1434034,1.199637827,94p ,0.94, 100g,0.94,0.75,0.79787234,,379.1037793,4.54787234,,,1.978350101,,,
Whitworths Dates 300g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/whitworths-dates-300g-7714019-p-44,ï¿½1.50,50p / 100g,3.3g,1151kJ,3.3,1151,275.0956023,1.199582971,50p ,0.5, 100g,0.5,1.5,3,,825.2868069,9.9,,,1.817549957,,,
Sainsbury's Thai Sweet Chilli Crisps Taste The Difference 150g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-thai-sweet-chilli-crisps--taste-the-difference-150g,ï¿½1.00,67p / 100g,6.2g,2165kJ,6.2,2165,517.4474187,1.198189376,67p ,0.67, 100g,0.67,1,1.492537313,,772.3095802,9.253731343,,,1.294817552,,,
Promise Gluten Free Soft White Rolls x4 200g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/promise-gluten-free-soft-white-rolls-x4-200g,ï¿½2.80,ï¿½1.40 / 100g,2.4g,839 kJ,2.4,839,200.5258126,1.196853397,ï¿½1.40 ,1.4, 100g,1.4,2.8,2,,401.0516252,4.8,,,6.981644815,,,
Propercorn Sweet & Salty Popcorn 90g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/propercorn-sweet---salty-90g,ï¿½1.00,ï¿½1.11 / 100g,5.4,1889,5.4,1889,451.4818356,1.196061408,ï¿½1.11 ,1.11, 100g,1.11,1,0.900900901,,406.7403924,4.864864865,,,2.458570672,,,
Propercorn Sweet & Salty Popcorn Multipack 6 x 14g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/propercorn-sweet-salty-popcorn-multipack-6-x-14g,ï¿½1.80,ï¿½2.14 / 100g,5.4,1889,5.4,1889,451.4818356,1.196061408,ï¿½2.14 ,2.14, 100g,2.14,1.8,0.841121495,,379.7510766,4.542056075,,,4.739947062,,,
Propercorn Sweet & Salty Popcorn 30g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/propercorn-sweet---salty-popcorn-30g,90p,ï¿½3.00 / 100g,5.4,1889,5.4,1889,451.4818356,1.196061408,ï¿½3.00 ,3, 100g,3,0.9,0.3,,135.4445507,1.62,,,6.644785601,,,
Jus-Rol Shortcrust Pastry Blocks x2 1kg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/jus-rol-short-crust-pastry-block-1kg,ï¿½2.60,26p / 100g,5.4g,1893kJ,5.4,1893,452.4378585,1.193534073,26p ,0.26, 100g,0.26,2.6,10,,4524.378585,54,,,0.574664554,,,
Well & Truly Crunchies Sea Salt & Cider Vinegar Baked Corn Snacks 30g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/well-truly-crunchies-sea-salt-cider-vinegar-baked-corn-snacks-30g,80p,ï¿½2.67 / 100g,5.6g,1974kJ,5.6,1974,471.7973231,1.186950355,ï¿½2.67 ,2.67, 100g,2.67,0.8,0.299625468,,141.3624938,1.677902622,,,5.659209726,,,
Green & Black's Organic Ginger Dark Chocolate Bar 90g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/green---blacks-organic-ginger-dark-chocolate-100g,ï¿½2.00,ï¿½2.22 / 100g,6.0 g,2118 kJ/508 kcal ,6,2118,506.2141491,1.185269122,ï¿½2.22 ,2.22, 100g,2.22,2,0.900900901,,456.048783,5.405405405,,,4.385495751,,,
The Collective Plant Raspberry Greek-Style Yoghurt Alternative 400g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/the-collective-plant-yoghurt-raspberry-400g,ï¿½1.50,37p / 100g,1.4g,496kJ/118kcal,1.4,496,118.5468451,1.180967742,37p ,0.37, 100g,0.37,1.5,4.054054054,,480.5953181,5.675675676,,,3.121129032,,,
McCain Potato Smiles 454g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/mccain-potato-smiles-454g,ï¿½1.00,ï¿½2.20 / kg,2.1,745,2.1,745,178.0592734,1.17938255,ï¿½2.20 ,2.2, kg,0.22,1,4.545454545,,809.3603337,9.545454545,,,1.235543624,,,
Sweet Freedom Choc Pot Chocolate Spread 250g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sweet-freedom-choc-pot-chocolate-spread-250g,ï¿½3.00,ï¿½1.20 / 100g,3.2,1136,3.2,1136,271.5105163,1.178591549,ï¿½1.20 ,1.2, 100g,1.2,3,2.5,,678.7762906,8,,,4.41971831,,,
Jus Rol Shortcrust Pastry Block 500g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/jus-rol-shortcrust-pastry-block-500g,ï¿½1.35,27p / 100g,5.3g,1883kJ,5.3,1883,450.0478012,1.177652682,27p ,0.27, 100g,0.27,1.35,5,,2250.239006,26.5,,,0.599936272,,,
Sacla Intenso Stir in Tomato & Garlic,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sacla-tomato-garlic-intenso-190g,ï¿½2.30,ï¿½1.21 / 100g,2.2g,782kJ/189kcal,2.2,782,186.9024857,1.177084399,ï¿½1.21 ,1.21, 100g,1.21,2.3,1.900826446,,355.2691876,4.181818182,,,6.473964194,,,
Sainsbury's Ready Rolled Shortcrust Pastry 375g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-ready-rolled-shortcrust-pastry-375g,ï¿½1.00,27p / 100g,5.8g,2069kJ,5.8,2069,494.5028681,1.172895118,27p ,0.27, 100g,0.27,1,3.703703704,,1831.492104,21.48148148,,,0.5460029,,,
The Collective Plant Natural Greek-Style Yoghurt Alternative 400g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/the-collective-plant-yoghurt-fudge-400g,ï¿½1.50,37p / 100g,1.6g,573kJ/136kcal,1.6,573,136.9502868,1.168307155,37p ,0.37, 100g,0.37,1.5,4.054054054,,555.2038654,6.486486486,,,2.701710297,,,
Starbucks Fairtrade Oat Based Vanilla Macchiato 220ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/starbucks-oat-220ml,ï¿½1.00,ï¿½4.54 / ltr,0.7g,251kJ/60kcal,0.7,251,59.99043977,1.16685259,ï¿½4.54 ,4.54, ltr,0.454,1,2.202643172,,132.1375325,1.54185022,,,7.56787251,,,
Seabrook Crinkle Cut Crisps Sea Salted 6x25g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/seabrook-crinkle-cut-potato-crisps--ready-salted-x6,ï¿½1.00,67p / 100g,1.5g,539kJ,1.5,539,128.8240918,1.164378479,67p ,0.67, 100g,0.67,1,1.492537313,,192.2747638,2.23880597,,,5.200890538,,,
Sainsbury's Balsamic Vinegar SO Organic 250ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-balsamic-vinegar--so-organic-250ml,ï¿½2.00,ï¿½8.00 / ltr,1.5g,540kJ,1.5,540,129.0630975,1.162222222,ï¿½8.00 ,8, ltr,0.8,2,2.5,,322.6577438,3.75,,,6.198518518,,,
Raw Halo Mylk & Vanilla Organic Raw Chocolate 70g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/raw-halo-mylk-vanilla-organic-raw-chocolate-70g,ï¿½2.75,ï¿½3.93 / 100g,6.7g,2415kJ,6.7,2415,577.1988528,1.160778468,ï¿½3.93 ,3.93, 100g,3.93,2.75,0.699745547,,403.892327,4.688295165,,,6.808745342,,,
BEAR PAWS Fruit & Veg Shapes Mango & Carrot Multipack x5 20g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/bear-mango---carrot-paws-5x-20g-7956996-p,ï¿½2.50,ï¿½2.50 / 100g,3.1g,1121 kJ,3.1,1121,267.9254302,1.157038359,ï¿½2.50 ,2.5, 100g,2.5,2.5,1,,267.9254302,3.1,,,9.330954505,,,
Sainsbury's On the Go Fruit Medley 150g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-ftg-fruit-medley-150g,ï¿½1.00,ï¿½6.67 / kg,0.5g,181kJ,0.5,181,43.26003824,1.155801105,ï¿½6.67 ,6.67, kg,0.667,1,1.499250375,,64.85762855,0.749625187,,,15.41838674,,,
Sainsbury's Mammoth Gordal Chilli Olives Taste the Difference 160g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-mammoth-gordal-chilli-olives-taste-the-difference-160g,ï¿½2.50,ï¿½1.56 / 100g,1.4g,507kJ,1.4,507,121.1759082,1.155345168,ï¿½1.56 ,1.56, 100g,1.56,2.5,1.602564103,,194.1921606,2.243589744,,,12.87384615,,,
Blue Dragon Creamed Coconut Block 200g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/blue-dragon-creamed-coconut--block-200g,ï¿½1.35,68p / 100g,8.0g,2900kJ/703kcal,8,2900,693.1166348,1.154206897,68p ,0.68, 100g,0.68,1.35,1.985294118,,1376.040378,15.88235294,,,0.981075862,,,
Oggs Chocolate Brownie Bites 126g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/oggs-brownie-bites-126g,ï¿½2.25,ï¿½1.79 / 100g,4.8g,1741kJ,4.8,1741,416.1089866,1.15354394,ï¿½1.79 ,1.79, 100g,1.79,2.25,1.25698324,,523.0420223,6.033519553,,,4.301757611,,,
Sainsbury's Prawn Cocktail Crisps 6x25g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-crisps--prawn-cocktail-x6-25g,85p,57p / 100g,6.1g,2218kJ,6.1,2218,530.1147228,1.150694319,57p ,0.57, 100g,0.57,0.85,1.49122807,,790.521955,9.096491228,,,1.075238954,,,
Doisy & Dam Dark Chocolate Drops 80g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/doisy-dam-dark-chocolate-drops-pouch-80g,ï¿½2.00,ï¿½2.50 / 100g,5.8g,2111kJ / 506kcal,5.8,2111,504.541109,1.14955945,ï¿½2.50 ,2.5, 100g,2.5,2,0.8,,403.6328872,4.64,,,4.954997631,,,
Walkers Meaty Variety Crisps 12x25g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/walkers-meaty-12pk,ï¿½2.25,75p / 100g,5.9g,2148kJ,5.9,2148,513.3843212,1.149236499,75p ,0.75, 100g,0.75,2.25,3,,1540.152964,17.7,,,1.460893855,,,
Sainsbury's Rainbow Tortilla Chips 6x20g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-rainbow-tortilla-chips-6x20g,ï¿½1.25,ï¿½1.04 / 100g,5.5g,2004kJ,5.5,2004,478.9674952,1.148303393,ï¿½1.04 ,1.04, 100g,1.04,1.25,1.201923077,,575.6820856,6.610576923,,,2.171337325,,,
Ape Chocolate Coconut Bites 26g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/ape-chocolate-coconut-bites-26g,90p,ï¿½3.47 / 100g,6.8g,2487kJ,6.8,2487,594.4072658,1.143996783,ï¿½3.47 ,3.47, 100g,3.47,0.9,0.259365994,,154.1690315,1.763688761,,,5.837748291,,,
Galaxy Vegan Instant Silky & Smooth Hot Chocolate Drink 250g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/galaxy-vegan-instant-silky-smooth-hot-chocolate-drink-250g,ï¿½3.00,ï¿½1.20 / 100g,4.7g,1720kJ ,4.7,1720,411.0898662,1.143302326,ï¿½1.20 ,1.2, 100g,1.2,3,2.5,,1027.724665,11.75,,,2.919069767,,,
Sacla' Whole Cherry Tomato & Basil Sauce 350g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sacla-whole-cherry-tomato-basil-sauce-350g,ï¿½2.50,71p / 100g,1.5g,549kJ/133kcal,1.5,549,131.2141491,1.143169399,71p ,0.71, 100g,0.71,2.5,3.521126761,,462.0216519,5.281690141,,,5.411001821,,,
Panda Liquorice Bar Pack x4 128g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/panda-natural-licorice-x4-128g,ï¿½1.30,ï¿½1.02 / 100g,3.8g,1392/328,3.8,1392,332.6959847,1.142183908,ï¿½1.02 ,1.02, 100g,1.02,1.3,1.274509804,,424.0242942,4.843137255,,,3.065862069,,,
Panda Liquorice Bar 32g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/panda-licorice-single-bar-32g,45p,ï¿½1.41 / 100g,3.8g,1392/328,3.8,1392,332.6959847,1.142183908,ï¿½1.41 ,1.41, 100g,1.41,0.45,0.319148936,,106.1795696,1.212765957,,,4.238103448,,,
White Rabbit Aubergine Parmigiana Ravioli 250g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/white-rabbit-aubergine-parmigiana-ravioli-250g,ï¿½3.00,ï¿½1.20 / 100g,2.2g,806kJ/,2.2,806,192.6386233,1.142034739,ï¿½1.20 ,1.2, 100g,1.2,3,2.5,,481.5965583,5.5,,,6.229280397,,,
Sainsbury's Tortilla Chips Salted 200g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-tortilla-chips--cool-salted-200g,95p,48p / 100g,5.6g,2056kJ,5.6,2056,491.3957935,1.139610895,48p ,0.48, 100g,0.48,0.95,1.979166667,,972.5541746,11.08333333,,,0.976809339,,,
Innocent Super Smoothie Energise Strawberry & Cherry 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/innocent-super-smoothie-energise-750ml,ï¿½3.80,51p / 100ml,0.6g,221kJ (52kcal),0.6,221,52.82026769,1.135927602,51p ,0.51, 100ml,0.51,3.8,7.450980392,,393.5627788,4.470588235,,,9.655384615,,,
Innocent Super Smoothie Energise Strawberry & Cherry 300ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/innocent-energise-super-smoothie-300ml,ï¿½2.00,67p / 100ml,0.6g,221kJ (52kcal),0.6,221,52.82026769,1.135927602,67p ,0.67, 100ml,0.67,2,2.985074627,,157.6724409,1.791044776,,,12.68452489,,,
Birds Eye Sweet Potato Waffles x8 464g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/birds-eye-sweet-potato-waffles-x8-464g,ï¿½2.20,ï¿½4.74 / kg,2.2g,811kJ,2.2,811,193.833652,1.134993835,ï¿½4.74 ,4.74, kg,0.474,2.2,4.641350211,,899.6498616,10.21097046,,,2.445395808,,,
Schar Gluten Free Cream Crackers 260g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/schar-gluten-free-cream-crackers-260g,ï¿½2.50,96p / 100g,4.8 g,1770 kJ,4.8,1770,423.040153,1.134644068,96p ,0.96, 100g,0.96,2.5,2.604166667,,1101.667065,12.5,,,2.269288136,,,
Kettle Chips Lightly Salted Sharing Crisps 150g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kettle-chips-lightly-salted-150g,ï¿½1.00,67p / 100g,5.8g,2139 kJ / 513 kcal,5.8,2139,511.2332696,1.134511454,67p ,0.67, 100g,0.67,1,1.492537313,,763.0347308,8.656716418,,,1.310556335,,,
Kettle Chips Lightly Salted Multipack Crisps 5x30g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kettle-chips-lighly-salted-5x30g,ï¿½1.80,ï¿½1.20 / 100g,5.8g,2139 kJ / 513 kcal,5.8,2139,511.2332696,1.134511454,ï¿½1.20 ,1.2, 100g,1.2,1.8,1.5,,766.8499044,8.7,,,2.347265077,,,
Innocent Smoothie Strawberries Pineapples & Apples 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/innocent-smoothie-strawberries-pineapples-apples-750ml,ï¿½2.00,27p / 100ml,0.6g,222kJ (52kcal),0.6,222,53.05927342,1.130810811,27p ,0.27, 100ml,0.27,2,7.407407407,,393.031655,4.444444444,,,5.088648649,,,
Tyrrells Veg Balsamic Vinegar & Sea Salt Sharing Crisps 125g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/tyrrells-veg-crisps-balsamic-vinegar-sea-salt-125g,ï¿½2.00,ï¿½1.60 / 100g,5.8g,2158kJ/ 519kcal,5.8,2158,515.7743786,1.124522706,ï¿½1.60 ,1.6, 100g,1.6,2,1.25,,644.7179732,7.25,,,3.102131603,,,
Patak's Tikka Masala Spice Paste 283g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/pataks-tikka-masala-spice-paste-283g-2913568-p,ï¿½2.30,81p / 100g,3.0g,1117kJ/270kcal,3,1117,266.9694073,1.123724261,81p ,0.81, 100g,0.81,2.3,2.839506173,,758.0612799,8.518518519,,,3.034055506,,,
Patak's Tikka Masala Paste Pots 2 x 70g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/pataks-the-original-tikka-masala-curry-paste-pots-2x70g,ï¿½1.00,71p / 100g,3.0g,1117kJ / 270kcal,3,1117,266.9694073,1.123724261,71p ,0.71, 100g,0.71,1,1.408450704,,376.0132497,4.225352113,,,2.659480752,,,
Sainsbury's Macadamia Nut Halves 100g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-macadamia-nut-halves-100g,ï¿½2.50,ï¿½2.50 / 100g,8.5g,3180kJ,8.5,3180,760.0382409,1.11836478,ï¿½2.50 ,2.5, 100g,2.5,2.5,1,,760.0382409,8.5,,,3.289308176,,,
Sainsbury's Whole Macadamia Nuts 100g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-whole-macadamia-nuts-100g,ï¿½3.00,ï¿½3.00 / 100g,8.5g,3180kJ,8.5,3180,760.0382409,1.11836478,ï¿½3.00 ,3, 100g,3,3,1,,760.0382409,8.5,,,3.947169811,,,
Blue Dragon Teriyaki Stir Fry Sauce 120g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/blue-dragon-teriyaki-stir-fry-sauce-120g,70p,58p / 100g,1.3g,488kJ/115kcal,1.3,488,116.6347992,1.114590164,58p ,0.58, 100g,0.58,0.7,1.206896552,,140.766137,1.568965517,,,4.972786885,,,
Sacla' Whole Cherry Tomato & Chilli Sauce 350g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sacla-whole-cherry-tomato-chilli-sauce-350g,ï¿½2.50,71p / 100g,1.6g,601kJ/145kcal,1.6,601,143.6424474,1.113876872,71p ,0.71, 100g,0.71,2.5,3.521126761,,505.7832656,5.633802817,,,4.942828619,,,
The Coconut Collaborative Little Choc Pots 4x45g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/coconut-co-chocolate-pots-4x45g,ï¿½2.50,ï¿½1.39 / 100g,2.5g,949kJ,2.5,949,226.8164436,1.102212856,ï¿½1.39 ,1.39, 100g,1.39,2.5,1.798561151,,407.9432439,4.496402878,,,6.128303477,,,
Mockingbird Raw Press Defence Virgin Smoothie 750ml,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/mockingbird-raw-press-defence-virgin-smoothie-750ml,ï¿½4.00,53p / 100ml,0.6g,228kJ/54kcal,0.6,228,54.49330784,1.101052632,53p ,0.53, 100ml,0.53,4,7.547169811,,411.2702478,4.528301887,,,9.725964912,,,
Sainsbury's Tomato Relish 320g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-tomato-relish-320g,ï¿½1.20,38p / 100g,1.5g,573kJ,1.5,573,136.9502868,1.095287958,38p ,0.38, 100g,0.38,1.2,3.157894737,,432.4745899,4.736842105,,,2.774729494,,,
Sainsbury's Caribbean Style Jerk BBQ 270g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-caribbean-style-jerk-bbq-270g,ï¿½1.00,37p / 100g,0.8g,308kJ,0.8,308,73.61376673,1.086753247,37p ,0.37, 100g,0.37,1,2.702702703,,198.9561263,2.162162162,,,5.026233766,,,
Mccain Naked Oven Chips Crinkle 1.7kg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/mccain-naked-oven-chips-cc-17kg,ï¿½2.80,ï¿½1.65 / kg,1.5,578,1.5,578,138.1453155,1.085813149,ï¿½1.65 ,1.65, kg,0.165,2.8,16.96969697,,2344.284142,25.45454545,,,1.194394464,,,
Sainsbury's Garlic Stuffed Greek Olives Taste the Difference 285g (160g*),https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-garlic-stuffed-greek-olives-taste-the-difference-285g-160g*-,ï¿½3.15,ï¿½1.97 / 100g,1.4g,541kJ,1.4,541,129.3021033,1.082735675,ï¿½1.97 ,1.97, 100g,1.97,3.15,1.598984772,,206.752094,2.23857868,,,15.23563771,,,
Levi Roots Jerk Coat & Cook Sauce 120g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/levi-roots-jerk-coat---cook-sauce-120g-7759084-p,ï¿½1.00,83p / 100g,1.4g,542kJ/ 130kcal,1.4,542,129.541109,1.080738007,83p ,0.83, 100g,0.83,1,1.204819277,,156.0736253,1.686746988,,,6.407232472,,,
Sainsbury's Ready To Eat Dates 200g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-ready-to-eat-dates-200g,ï¿½1.45,73p / 100g,3.3g,1279kJ,3.3,1279,305.6883365,1.079530883,73p ,0.73, 100g,0.73,1.45,1.98630137,,607.1891616,6.554794521,,,2.388053167,,,
Sainsbury's Dates 40g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-deglet-nour-dates-40g,50p,ï¿½1.25 / 100g,3.3g,1279kJ,3.3,1279,305.6883365,1.079530883,ï¿½1.25 ,1.25, 100g,1.25,0.5,0.4,,122.2753346,1.32,,,4.089132134,,,
Kallo Very Low Salt Vegetable Stock Cubes 6x10g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kallo-very-low-salt-organic-vegetable-stock-cubes--gluten-free-x6-60g,ï¿½1.20,ï¿½2.00 / 100g,0.1g,39kJ/9kcal,0.1,39,9.321223709,1.072820513,ï¿½2.00 ,2, 100g,2,1.2,0.6,,5.592734226,0.06,,,214.5641026,,,
Sainsbury's Ftg Pink Lady Apple Bag 80g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-ftg-pink-lady-apple-bag-80g,60p,ï¿½7.50 / kg,0.6g,234kJ,0.6,234,55.92734226,1.072820513,ï¿½7.50 ,7.5, kg,0.75,0.6,0.8,,44.74187381,0.48,,,13.41025641,,,
Koko Dairy Free Original Fresh Drink 1L,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/koko-dairy-free-original-1l,ï¿½1.60,ï¿½1.60 / ltr,0.3g,117KJ / 28kcal,0.3,117,27.96367113,1.072820513,ï¿½1.60 ,1.6, ltr,0.16,1.6,10,,279.6367113,3,,,5.721709402,,,
Rhythm 108 Gluten Free Super Coconut Swiss Dark Chocolate 33g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/rhythm-108-gluten-free-super-coconut-swiss-dark-chocolate-33g,ï¿½1.25,ï¿½3.79 / 100g,6g,2356kJ/568kcal,6,2356,563.0975143,1.065534805,ï¿½3.79 ,3.79, 100g,3.79,1.25,0.329815303,,185.7181776,1.978891821,,,6.730628183,,,
Hubbard's Foodstore Tomato Ketchup 460g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-tomato-ketchup--basics-460g,37p,8p / 100g,1.1g,432kJ,1.1,432,103.250478,1.06537037,8p ,0.08, 100g,0.08,0.37,4.625,,477.5334608,5.0875,,,0.774814815,,,
LEON Beetroot Ketchup 290g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/leon-beetroot-ketchup-300g,ï¿½2.00,86p / 100g,1.2g,472kJ/111kcal,1.2,472,112.8107075,1.063728814,86p ,0.86, 100g,0.86,2,2.325581395,,262.3504825,2.790697674,,,7.62338983,,,
Bare Fruit Snacks Banana Chips 24g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/bare-fruit-snacks-banana-chips-24g,ï¿½1.40,ï¿½5.83 / 100g,4.3g,1696 kJ,4.3,1696,405.3537285,1.060801887,86p ,5.83, 100g,5.83,3,0.51457976,,208.5868243,2.212692967,,,14.3825,,,
Patak's Balti Spice Paste 283g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/pataks-curry-paste--balti-283g,ï¿½2.30,81p / 100g,2.9g,1147kJ/277kcal,2.9,1147,274.1395794,1.057855275,81p ,0.81, 100g,0.81,2.3,2.839506173,,778.4210278,8.234567901,,,2.954699215,,,
OGGS Vegan Victoria Sponge Cakes 184g,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/oggs-victoria-sponge-cakes-x4,ï¿½3.75,94p / ea,4g,1583kJ,4,1583,378.3460803,1.057233102,94p ,0.94, ea,0.94,3.75,3.989361702,,1509.359363,15.95744681,,,2.484497789,,,
